ingredient,fdc_id,description,data_type,brand_owner,source,flag,mapping_status,semantic_match_score,nutritional_similarity_score,reasoning,retry_attempts,search_queries_used,timestamp,nutrient-alanine,nutrient-alcohol,nutrient-alpha-carotene,nutrient-apigenin,nutrient-arginine,nutrient-ash,nutrient-aspartic-acid,nutrient-beta-carotene,nutrient-caffeine,nutrient-calcium,nutrient-calories-energy,nutrient-catechin,nutrient-cholesterol,nutrient-choline,nutrient-copper,nutrient-cryptoxanthin,nutrient-cyanidin,nutrient-cystine,nutrient-delphinidin,nutrient-dietary-fiber,nutrient-epicatechin,nutrient-epicatechin-3-gallate,nutrient-epigallocatechin,nutrient-epigallocatechin-3-gallate,nutrient-eriodictyol,nutrient-fluoride,nutrient-folate-folic-acid,nutrient-gallocatechin,nutrient-glutamic-acid,nutrient-glycemic-index,nutrient-glycemic-load,nutrient-glycine,nutrient-hesperetin,nutrient-histidine,nutrient-inflammation-score,nutrient-iron,nutrient-isoleucine,nutrient-isorhamnetin,nutrient-kaempferol,nutrient-leucine,nutrient-lutein-zeaxanthin,nutrient-luteolin,nutrient-lycopene,nutrient-lysine,nutrient-magnesium,nutrient-malvidin,nutrient-manganese,nutrient-methionine,nutrient-monounsaturated-fat,nutrient-mufa-16-1-palmitoleic,nutrient-mufa-18-1-oleic,nutrient-mufa-20-1,nutrient-mufa-22-1,nutrient-myricetin,nutrient-naringenin,nutrient-net-carbohydrates,nutrient-niacin-b3,nutrient-nutrition-score,nutrient-pelargonidin,nutrient-peonidin,nutrient-percent-calories-from-carbohydrates,nutrient-percent-calories-from-fat,nutrient-percent-calories-from-protein,nutrient-petunidin,nutrient-phenylalanine,nutrient-phosphorus,nutrient-polyunsaturated-fat,nutrient-potassium,nutrient-proline,nutrient-protein,nutrient-pufa-18-2-linoleic,nutrient-pufa-18-3-alpha-linolenic,nutrient-pufa-18-4,nutrient-pufa-20-4-arachidonic,nutrient-pufa-20-5-epa,nutrient-pufa-22-5-dpa,nutrient-pufa-22-6-dha,nutrient-quercetin,nutrient-retinol,nutrient-riboflavin-b2,nutrient-saturated-fat,nutrient-selenium,nutrient-serine,nutrient-sfa-10-0-capric,nutrient-sfa-12-0-lauric,nutrient-sfa-14-0-myristic,nutrient-sfa-16-0-palmitic,nutrient-sfa-18-0-stearic,nutrient-sfa-4-0-butyric,nutrient-sfa-6-0-caproic,nutrient-sfa-8-0-caprylic,nutrient-sodium,nutrient-theaflavin,nutrient-theaflavin-3-3-digallate,nutrient-theaflavin-3-gallate,nutrient-thearubigins,nutrient-theobromine,nutrient-thiamin-b1,nutrient-threonine,nutrient-total-carbohydrates,nutrient-total-fat,nutrient-total-sugars,nutrient-trans-fat,nutrient-tryptophan,nutrient-tyrosine,nutrient-valine,nutrient-vitamin-a-rae,nutrient-vitamin-b12,nutrient-vitamin-b5-pantothenic-acid,nutrient-vitamin-b6,nutrient-vitamin-c-ascorbic-acid,nutrient-vitamin-d,nutrient-vitamin-e-alpha-tocopherol,nutrient-vitamin-k-phylloquinone,nutrient-water,nutrient-zinc
olive oil spray,171413,"Oil, olive, salad or cooking",SR Legacy,,search,HIGH_CONFIDENCE,search_verified_high,85,99.6,"Overall profile is essentially identical to olive oil spray when normalized to 100 g. Core macronutrients (40% weight): calories 884.08 vs 884 and total fat 100.00 g vs 100.00 g are exact within rounding; protein and carbs are 0 for oils, so macros are a near-perfect match. Key vitamins/minerals (30%): Ca 1 mg, Fe 0.56 mg, K 1 mg align exactly with the expected trace amounts; vitamins A/C/D are effectively 0 in olive oil, which matches the spray expectation. Other nutrients (30%): saturated fat 13.81 g vs 14 g differs by about 0.19 g (~1%), sodium 2 mg matches, and sugar/fiber are 0 in oil. Poly/mono fatty acid breakdown is consistent with olive oil and does not contradict expectations. Any small deviations are within normal analytical and rounding variance. Given that sprays are simply olive oil delivered via propellant (per 100 g edible oil), this is an excellent match.",2,"olive oil spray, cooking spray olive oil raw",2026-01-09T23:13:57.457369,,,,,,,,,,1.0 mg,3699.0 kJ,,,0.3 mg,,,,,,,,,,,,,,,,,,,,,,0.56 mg,,,,,,,,,,,,,72.961 g,,,,,,,,,,,,,,,,,,10.523 g,1.0 mg,,,,,,,,,,,,,13.808 g,,,,,,,,,,,2.0 mg,,,,,,,,,100.0 g,,,,,,,,,,,,14.35 mg,60.2 µg,,
virgin coconut oil,171412,"Oil, coconut",SR Legacy,,search,HIGH_CONFIDENCE,search_verified_high,88,98,"Core macros: Calories align almost perfectly (891.5 vs 892 kcal; ~0.06% diff). USDA lists total_fat_g as 0.01 g, which is implausible and contradicted by its own fatty acid subtotals (82.47 g sat + 1.70 g poly + 6.33 g mono + 0.03 g trans ≈ 90.5 g), consistent with pure coconut oil being ~100 g fat/100 g. Protein and carbs are effectively 0 for coconut oil; not reported here, which is consistent with expectation. Vitamins/minerals: Expected are essentially zero; iron matches exactly (0.05 mg). Calcium at 1 mg is a trace, nutritionally negligible variance. Vitamins A, C, D, potassium not reported, consistent with expected zeros for oil. Other nutrients: Saturated fat matches the expected very closely (82.47 vs 82.5 g). Trans fat shows a trace (0.03 g), typical of database rounding. Poly and mono values (1.70 g, 6.33 g) align with typical coconut oil profiles. Overall: When correcting for the obvious total fat reporting anomaly by using the fatty acid sums and known composition of coconut oil, this is an excellent match.",1,virgin coconut oil,2026-01-09T23:20:24.998954,,,,,,0.03 g,,,,1.0 mg,3730.0 kJ,,,0.3 mg,,,,,,,,,,,,,,,,,,,,,,0.05 mg,,,,,,,,,,,,,6.332 g,,,,,,,,,,,,,,,,,,1.702 g,,,,,,,,,,,,,,82.475 g,,,,,,,,,,,,,,,,,,,,0.007 g,,0.028 g,,,,,,,,,,0.11 mg,0.6 µg,0.03 g,0.02 mg
refined coconut oil,171412,"Oil, coconut",SR Legacy,,search,HIGH_CONFIDENCE,search_verified_high,88,96,"Overall an excellent match to refined coconut oil. Core macronutrients: Calories are essentially identical (891.5 vs 892 kcal, <0.1% difference). The reported total_fat_g (0.01 g) is clearly a data entry error; summing fatty-acid subtypes (saturated 82.47 g + mono 6.33 g + poly 1.70 g = 90.5 g) and cross-checking calories implies ~99 g fat per 100 g, which is consistent with refined coconut oil (≈100 g). Protein and carbs are effectively 0 as expected. Key vitamins/minerals: Iron matches exactly (0.05 mg). Calcium is 1 mg vs expected 0 mg—nutritionally negligible. Vitamins A, C, D and potassium are not listed; for refined oils these are typically 0/trace, so this aligns with expectations. Other nutrients: Saturated fat is on-target (82.47 vs 82.5 g). Polyunsaturated (1.70 g) and monounsaturated (6.33 g) are squarely within typical refined coconut oil ranges (poly ≈1–2 g; mono ≈5–7 g). A trivial trans fat value (0.03 g) is within analytical noise for refined oils. Considering acceptable variation and correcting the obvious total fat reporting error by imputing from subfractions and energy density, this food is a near-perfect nutritional match. HIGH_CONFIDENCE.",1,coconut oil refined,2026-01-09T23:23:11.400748,,,,,,0.03 g,,,,1.0 mg,3730.0 kJ,,,0.3 mg,,,,,,,,,,,,,,,,,,,,,,0.05 mg,,,,,,,,,,,,,6.332 g,,,,,,,,,,,,,,,,,,1.702 g,,,,,,,,,,,,,,82.475 g,,,,,,,,,,,,,,,,,,,,0.007 g,,0.028 g,,,,,,,,,,0.11 mg,0.6 µg,0.03 g,0.02 mg
toasted sesame oil,,,,,,NO_MAPPING_FOUND,semantic_mismatch,70,99.6,No semantically valid matches found after 3 attempts,3,"sesame oil toasted, oil sesame toasted raw, fat oil",2026-01-09T23:28:13.552709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
light sesame oil,171016,"Oil, sesame, salad or cooking",SR Legacy,,search,HIGH_CONFIDENCE,search_verified_semantic_high,92,,Direct mapping based on high semantic match score (92.0%). Step 4 (nutritional similarity) was skipped.,1,sesame oil refined,2026-01-09T23:31:24.121952,,,,,,,,,,,3699.0 kJ,,,0.2 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.7 g,,,,,,,,,,,,,,,,,,41.7 g,,,,,,,,,,,,,,14.2 g,,,,,,,,,,,,,,,,,,,,100.0 g,,,,,,,,,,,,1.4 mg,13.6 µg,,
black sesame oil,171016,"Oil, sesame, salad or cooking",SR Legacy,,search,HIGH_CONFIDENCE,search_verified_high,82,99,"HIGH_CONFIDENCE match. Core macronutrients align essentially perfectly: calories 884.08 vs expected 884 (0.01% difference), total fat 100 g vs 100 g, protein 0 g and carbs 0 g are typical for pure oils and consistent with expectations. Saturated fat matches exactly at 14.2 g. Key vitamins/minerals (vitamin A, C, D, calcium, iron, potassium) are expected to be 0 in sesame oil; USDA record does not list them, which is consistent with oils having negligible amounts of these nutrients. Other nutrients also align: fiber, sugars, and sodium are expected 0 for oils; USDA doesn’t report them, which is consistent with zero. The provided polyunsaturated (41.7 g) and monounsaturated (39.7 g) fats match the typical sesame oil fatty acid profile and are fully compatible with black sesame oil. Acceptable variation note: black sesame oil may be from toasted seeds, which can alter flavor and minor phytochemicals but does not materially change calories, fat total, or the listed micronutrients. Weighted scoring: core macronutrients ≈100/100 (40% weight), key vitamins/minerals ≈98/100 due to unreported but expected-zero values (30% weight), other nutrients ≈100/100 (30% weight), yielding an overall ≈99.",1,sesame oil black,2026-01-09T23:32:45.143766,,,,,,,,,,,3699.0 kJ,,,0.2 mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.7 g,,,,,,,,,,,,,,,,,,41.7 g,,,,,,,,,,,,,,14.2 g,,,,,,,,,,,,,,,,,,,,100.0 g,,,,,,,,,,,,1.4 mg,13.6 µg,,
dutch-processed cocoa,169594,"Cocoa, dry powder, unsweetened, processed with alkali",SR Legacy,,search,HIGH_CONFIDENCE,search_verified_semantic_high,100,,Direct mapping based on high semantic match score (100.0%). Step 4 (nutritional similarity) was skipped.,1,cocoa powder dutch-processed,2026-01-09T23:34:52.200279,0.834 g,,,,1.025 g,7.8 g,1.802 g,,78.0 mg,111.0 mg,922.0 kJ,,,11.4 mg,3.607 mg,,,0.221 g,,29.8 g,,,,,,,,,2.72 g,,,0.812 g,,0.312 g,,15.52 mg,0.701 g,,,1.097 g,38.0 µg,,,0.907 g,476.0 mg,,3.737 mg,0.187 g,4.39 g,,,,,,,,2.4 mg,,,,,,,,0.869 g,728.0 mg,0.42 g,2509.0 mg,0.773 g,18.1 g,,,,,,,,,,0.46 mg,7.76 g,13.2 µg,0.781 g,,,,,,,,,19.0 mg,,,,,2634.0 mg,0.11 mg,0.716 g,58.3 g,13.1 g,1.76 g,,0.271 g,0.678 g,1.086 g,,,0.254 mg,0.118 mg,,,0.1 mg,2.4 µg,2.7 g,6.37 mg
natural cocoa powder,169593,"Cocoa, dry powder, unsweetened",SR Legacy,,search,HIGH_CONFIDENCE,search_verified_semantic_high,98,,Direct mapping based on high semantic match score (98.0%). Step 4 (nutritional similarity) was skipped.,1,cocoa powder natural,2026-01-09T23:35:16.420176,0.904 g,,,,1.111 g,5.8 g,1.953 g,,230.0 mg,128.0 mg,952.0 kJ,,,12.0 mg,3.788 mg,,,0.239 g,,37.0 g,,,,,,,,,2.948 g,,,0.879 g,,0.339 g,,13.86 mg,0.76 g,,,1.189 g,38.0 µg,,,0.983 g,499.0 mg,,3.837 mg,0.202 g,4.57 g,,,,,,,,2.185 mg,,,,,,,,0.941 g,734.0 mg,0.44 g,1524.0 mg,0.838 g,19.6 g,,,,,,,,,,0.241 mg,8.07 g,14.3 µg,0.846 g,,,,,,,,,21.0 mg,,,,,2057.0 mg,0.078 mg,0.776 g,57.9 g,13.7 g,1.75 g,,0.293 g,0.735 g,1.177 g,,,0.254 mg,0.118 mg,,,0.1 mg,2.5 µg,3.0 g,6.81 mg
dark chocolate chips,170272,"Chocolate, dark, 60-69% cacao solids",SR Legacy,,search,HIGH_CONFIDENCE,search_verified_high,85,93.1,"Overall an excellent match to dark chocolate chips (~60–65% cacao). Core macronutrients (40% weight): Calories are within 0.7% (578.9 vs 575), protein within 6% (6.12 vs 6.5), carbs within 3% (52.4 vs 54). The listed total fat (0.02 g) is clearly a data error for dark chocolate. Using energy balance (Atwater factors) to infer fat from calories, protein, and net carbs gives ~41.9 g fat/100 g, which is 13% above expected 37 g; saturated fat matches essentially exactly (22.03 vs 22). This yields a strong macro subscore. Key vitamins/minerals (30% weight): Calcium (62 vs 60) and potassium (567 vs 560) are near-identical; iron is moderately lower (6.32 vs 9.0), which is plausible variance with cacao content and fortification. Vitamin A is a trace 3 mcg (expected 0), likely from formulation; vitamins C and D are not listed but are typically 0 in dark chocolate, aligning with expectations. Other nutrients (30% weight): Fiber is modestly lower (8 vs 10), sugars slightly lower (36.7 vs 40), sodium matches exactly (10 mg). Differences are directionally consistent with a 60–69% cacao dark chocolate compared to a typical dark chip. Acceptable variation notes: Cacao percent drives sugar, iron, potassium, and fat; chips vs bars are nutritionally close, with minor formulation differences (e.g., emulsifiers).",1,chocolate chips dark,2026-01-09T23:35:40.053783,,,,,,1.9 g,,,86.0 mg,62.0 mg,2422.0 kJ,,6.0 mg,,1.248 mg,1.0 µg,,,,8.0 g,,,,,,,,,,,,,,,,6.32 mg,,,,,32.0 µg,,,,176.0 mg,,1.325 mg,,11.522 g,,,,,,,,0.838 mg,,,,,,,,,260.0 mg,1.221 g,567.0 mg,,6.12 g,,,,,,,,,,0.049 mg,22.031 g,8.4 µg,,,,,,,,,,10.0 mg,,,,,632.0 mg,0.032 mg,,52.42 g,0.017 g,36.71 g,0.079 g,,,,3.0 µg,0.18 µg,0.3 mg,0.034 mg,,,0.59 mg,7.2 µg,1.25 g,2.65 mg
white chocolate chips,167571,"Candies, white chocolate",SR Legacy,,search,HIGH_CONFIDENCE,search_verified_semantic_high,90,,Direct mapping based on high semantic match score (90.0%). Step 4 (nutritional similarity) was skipped.,1,chocolate chips white,2026-01-09T23:40:59.340522,,,,,,1.5 g,,,,199.0 mg,2254.0 kJ,,21.0 mg,29.5 mg,0.06 mg,,,,,0.2 g,,,,,,,,,,,,,,,,0.24 mg,,,,,,,,,12.0 mg,,0.008 mg,,9.097 g,,,,,,,,0.745 mg,,,,,,,,,176.0 mg,1.013 g,286.0 mg,,5.87 g,,,,,,,,,9.0 µg,0.282 mg,19.412 g,4.5 µg,,,,,,,,,,90.0 mg,,,,,,0.063 mg,,59.24 g,32.09 g,59.0 g,,,,,9.0 µg,0.56 µg,0.608 mg,0.056 mg,0.5 mg,,0.96 mg,9.1 µg,1.3 g,0.74 mg
semi-sweet chocolate,167976,"Candies, semisweet chocolate",SR Legacy,,search,HIGH_CONFIDENCE,search_verified_semantic_high,95,,Direct mapping based on high semantic match score (95.0%). Step 4 (nutritional similarity) was skipped.,1,semisweet chocolate OR semi-sweet chocolate OR chocolate semisweet OR 'chocolate chips' semisweet,2026-01-09T23:41:15.299528,0.196 g,,,,0.24 g,1.2 g,0.422 g,,62.0 mg,32.0 mg,2008.0 kJ,,,22.0 mg,0.7 mg,,,0.052 g,,5.9 g,,,,,,,,,0.637 g,,,0.19 g,,0.073 g,,3.13 mg,0.164 g,,,0.257 g,18.0 µg,,,0.212 g,115.0 mg,,0.8 mg,0.044 g,9.966 g,,,,,,,,0.427 mg,,,,,,,,0.204 g,132.0 mg,0.966 g,365.0 mg,0.181 g,4.2 g,,,,,,,,,,0.09 mg,17.75 g,4.2 µg,0.183 g,,,,,,,,,11.0 mg,,,,,486.0 mg,0.055 mg,0.168 g,63.9 g,30.0 g,54.5 g,,0.063 g,0.159 g,0.254 g,,,0.105 mg,0.035 mg,,,0.26 mg,5.6 µg,0.7 g,1.62 mg
bittersweet chocolate,,,,,,NO_MAPPING_FOUND,no_search_results,,,No search results found after 3 attempts with different queries,3,"chocolate bittersweet, chocolate bittersweet raw, bittersweet",2026-01-09T23:41:39.048952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vanilla bean paste,,,,,,NO_MAPPING_FOUND,nutritional_score_below_threshold,80,65,Semantic score (80.0%) was acceptable (80-89%) but nutritional similarity (65.0%) below 80% threshold after all retries.,3,"vanilla paste, vanilla bean paste raw, vanilla",2026-01-09T23:46:17.482542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pure maple syrup,169661,"Syrups, maple",SR Legacy,,search,HIGH_CONFIDENCE,search_verified_semantic_high,100,,Direct mapping based on high semantic match score (100.0%). Step 4 (nutritional similarity) was skipped.,1,maple syrup; syrup maple,2026-01-09T23:51:40.630296,,,,,,0.47 g,,,,102.0 mg,1088.0 kJ,,,1.6 mg,0.018 mg,,,,,,,,,,,,,,,,,,,,,0.11 mg,,,,,,,,,21.0 mg,,2.908 mg,,0.011 g,,,,,,,,0.081 mg,,,,,,,,,2.0 mg,0.017 g,212.0 mg,,0.04 g,,,,,,,,,,1.27 mg,0.007 g,0.6 µg,,,,,,,,,,12.0 mg,,,,,,0.066 mg,,67.04 g,0.06 g,60.46 g,,,,,,,0.036 mg,0.002 mg,,,,,32.39 g,1.47 mg
grade a maple syrup,169661,"Syrups, maple",SR Legacy,,search,HIGH_CONFIDENCE,search_verified_semantic_high,96,,Direct mapping based on high semantic match score (96.0%). Step 4 (nutritional similarity) was skipped.,1,syrup maple grade a,2026-01-09T23:51:56.866705,,,,,,0.47 g,,,,102.0 mg,1088.0 kJ,,,1.6 mg,0.018 mg,,,,,,,,,,,,,,,,,,,,,0.11 mg,,,,,,,,,21.0 mg,,2.908 mg,,0.011 g,,,,,,,,0.081 mg,,,,,,,,,2.0 mg,0.017 g,212.0 mg,,0.04 g,,,,,,,,,,1.27 mg,0.007 g,0.6 µg,,,,,,,,,,12.0 mg,,,,,,0.066 mg,,67.04 g,0.06 g,60.46 g,,,,,,,0.036 mg,0.002 mg,,,,,32.39 g,1.47 mg
grade b maple syrup,169661,"Syrups, maple",SR Legacy,,search,HIGH_CONFIDENCE,search_verified_semantic_high,98,,Direct mapping based on high semantic match score (98.0%). Step 4 (nutritional similarity) was skipped.,1,syrup maple grade b,2026-01-09T23:52:16.464521,,,,,,0.47 g,,,,102.0 mg,1088.0 kJ,,,1.6 mg,0.018 mg,,,,,,,,,,,,,,,,,,,,,0.11 mg,,,,,,,,,21.0 mg,,2.908 mg,,0.011 g,,,,,,,,0.081 mg,,,,,,,,,2.0 mg,0.017 g,212.0 mg,,0.04 g,,,,,,,,,,1.27 mg,0.007 g,0.6 µg,,,,,,,,,,12.0 mg,,,,,,0.066 mg,,67.04 g,0.06 g,60.46 g,,,,,,,0.036 mg,0.002 mg,,,,,32.39 g,1.47 mg
wildflower honey,169640,Honey,SR Legacy,,search,HIGH_CONFIDENCE,search_verified_semantic_high,90,,Direct mapping based on high semantic match score (90.0%). Step 4 (nutritional similarity) was skipped.,1,honey wildflower,2026-01-09T23:52:39.468755,0.006 g,,,,0.005 g,0.2 g,0.027 g,,,6.0 mg,1272.0 kJ,,,2.2 mg,0.036 mg,,,0.003 g,,0.2 g,,,,,,7.0 µg,,,0.018 g,,,0.007 g,,0.001 g,,0.42 mg,0.008 g,,,0.01 g,,,,0.008 g,2.0 mg,,0.08 mg,0.001 g,,,,,,,,,0.121 mg,,,,,,,,0.011 g,4.0 mg,,52.0 mg,0.09 g,0.3 g,,,,,,,,,,0.038 mg,,0.8 µg,0.006 g,,,,,,,,,4.0 mg,,,,,,,0.004 g,82.4 g,,82.12 g,,0.004 g,0.008 g,0.009 g,,,0.068 mg,0.024 mg,0.5 mg,,,,17.1 g,0.22 mg
clover honey,169640,Honey,SR Legacy,,search,HIGH_CONFIDENCE,search_verified_high,85,99,"HIGH_CONFIDENCE match. Core macronutrients (40% weight): Calories 304.02 vs 304 are effectively identical; protein 0.30 vs 0.3 and total carbs 82.40 vs 82.4 are exact matches; total fat for honey is typically 0 g (and saturated fat 0 g) even if not listed in this extract, aligning with the expected 0 g—this yields a near-perfect macronutrient alignment. Key vitamins/minerals (30% weight): Vitamin C 0.50 vs 0.5, calcium 6 vs 6, iron 0.42 vs 0.42, potassium 52 vs 52 all match exactly. Vitamin A and D are typically 0 in honey and not expected to be present; assuming 0 for these (consistent with standard honey profiles) matches the expected values. Other nutrients (30% weight): Sodium 4 vs 4 matches. Total sugars 82.12 vs 82.1 is a negligible 0.02 g difference and entirely within analytical/rounding variance. Dietary fiber shows 0.20 g vs expected 0.0; honey is generally fiber-free, and small reported values often reflect rounding or analytical noise rather than meaningful content; this incurs only a minor penalty in the lowest-weight category. Considering varietal differences (generic ‘honey’ vs ‘clover honey’), composition for energy, sugars, and minerals is highly consistent across floral sources, and the moisture-driven variability is too small here to matter. Overall profile is virtually identical to expected clover honey, justifying a 99/100 similarity.",1,honey clover,2026-01-09T23:52:56.621935,0.006 g,,,,0.005 g,0.2 g,0.027 g,,,6.0 mg,1272.0 kJ,,,2.2 mg,0.036 mg,,,0.003 g,,0.2 g,,,,,,7.0 µg,,,0.018 g,,,0.007 g,,0.001 g,,0.42 mg,0.008 g,,,0.01 g,,,,0.008 g,2.0 mg,,0.08 mg,0.001 g,,,,,,,,,0.121 mg,,,,,,,,0.011 g,4.0 mg,,52.0 mg,0.09 g,0.3 g,,,,,,,,,,0.038 mg,,0.8 µg,0.006 g,,,,,,,,,4.0 mg,,,,,,,0.004 g,82.4 g,,82.12 g,,0.004 g,0.008 g,0.009 g,,,0.068 mg,0.024 mg,0.5 mg,,,,17.1 g,0.22 mg
manuka honey,169640,Honey,SR Legacy,,search,HIGH_CONFIDENCE,search_verified_high,85,99.5,"Core macronutrients (40% weight): Calories (304.02 vs 304) are effectively identical (<0.01% difference). Protein (0.30 g vs 0.3 g) matches exactly. Total carbohydrates (82.40 g vs 82.4 g) match exactly. Total fat and saturated fat for honey are typically 0.0 g; manuka honey is no exception, so these align (even if not explicitly listed in the USDA snippet). Result: macronutrient profile is a perfect match. Key vitamins/minerals (30% weight): Vitamin C (0.50 mg vs 0.5 mg), calcium (6.0 mg vs 6.0 mg), iron (0.42 mg vs 0.42 mg), and potassium (52 mg vs 52 mg) match exactly. Vitamins A and D are expected to be 0 in honey; manuka honey is consistent with this, so these also match. Result: perfect alignment on key micronutrients. Other nutrients (30% weight): Sodium (4 mg vs 4 mg) matches exactly. Total sugars (82.12 g vs 82.1 g) differ by just 0.02 g (negligible analytical variance). Dietary fiber shows a small discrepancy (0.20 g vs 0.0 g); honey generally has no fiber, and a 0.2 g reading is likely rounding/assay artifact and nutritionally insignificant in 100 g. Acceptable variation: Differences within hundredths for sugars and calories reflect routine analytical variability and batch moisture differences; manuka honey’s unique phytochemicals (e.g., MGO) do not impact these listed macro/micronutrients. Overall, the USDA “Honey” entry is nutritionally indistinguishable from expected manuka honey values. Confidence: HIGH_CONFIDENCE.",1,manuka honey,2026-01-09T23:54:40.237719,0.006 g,,,,0.005 g,0.2 g,0.027 g,,,6.0 mg,1272.0 kJ,,,2.2 mg,0.036 mg,,,0.003 g,,0.2 g,,,,,,7.0 µg,,,0.018 g,,,0.007 g,,0.001 g,,0.42 mg,0.008 g,,,0.01 g,,,,0.008 g,2.0 mg,,0.08 mg,0.001 g,,,,,,,,,0.121 mg,,,,,,,,0.011 g,4.0 mg,,52.0 mg,0.09 g,0.3 g,,,,,,,,,,0.038 mg,,0.8 µg,0.006 g,,,,,,,,,4.0 mg,,,,,,,0.004 g,82.4 g,,82.12 g,,0.004 g,0.008 g,0.009 g,,,0.068 mg,0.024 mg,0.5 mg,,,,17.1 g,0.22 mg
light brown sugar,168833,"Sugars, brown",SR Legacy,,search,HIGH_CONFIDENCE,search_verified_semantic_high,90,,Direct mapping based on high semantic match score (90.0%). Step 4 (nutritional similarity) was skipped.,1,sugars brown light,2026-01-09T23:56:11.813511,,,,,,0.45 g,,,,83.0 mg,1590.0 kJ,,,2.3 mg,0.047 mg,,,,,,,,,,,,,,,,,,,,,0.71 mg,,,,,,,,,9.0 mg,,0.064 mg,,,,,,,,,,0.11 mg,,,,,,,,,4.0 mg,,133.0 mg,,0.12 g,,,,,,,,,,,,1.2 µg,,,,,,,,,,28.0 mg,,,,,,,,98.09 g,,97.02 g,,,,,,,0.132 mg,0.041 mg,,,,,1.34 g,0.03 mg
dark brown sugar,168833,"Sugars, brown",SR Legacy,,search,HIGH_CONFIDENCE,search_verified_semantic_high,90,,Direct mapping based on high semantic match score (90.0%). Step 4 (nutritional similarity) was skipped.,1,brown sugar dark,2026-01-09T23:56:34.248556,,,,,,0.45 g,,,,83.0 mg,1590.0 kJ,,,2.3 mg,0.047 mg,,,,,,,,,,,,,,,,,,,,,0.71 mg,,,,,,,,,9.0 mg,,0.064 mg,,,,,,,,,,0.11 mg,,,,,,,,,4.0 mg,,133.0 mg,,0.12 g,,,,,,,,,,,,1.2 µg,,,,,,,,,,28.0 mg,,,,,,,,98.09 g,,97.02 g,,,,,,,0.132 mg,0.041 mg,,,,,1.34 g,0.03 mg
muscovado sugar,168833,"Sugars, brown",SR Legacy,,search,HIGH_CONFIDENCE,search_verified_high,88,99.9,"Overall assessment: HIGH_CONFIDENCE (excellent match). The USDA entry “Sugars, brown” aligns almost perfectly with the expected muscovado sugar profile, which makes sense because muscovado is essentially an unrefined brown sugar with retained molasses. Core macronutrients (40% weight): Calories are 380.02 vs 380 kcal (+0.02, ~0.005% difference, nutritionally negligible). Protein is 0.12 g vs 0 g; for sugars, trace protein is common and nutritionally negligible, and we treat small values near zero as essentially equivalent. Total carbs are 98.09 vs 98.1 g (−0.01 g, ~0.01% difference). Total fat is not reported but is typically 0 g in sugars; expected is 0 g, so treated as matching. This block is effectively a perfect match. Key vitamins/minerals (30% weight): Vitamins A, C, and D are expected 0 and typically absent in sugars; USDA does not report values here, which is consistent with 0. Minerals match exactly: calcium 83 mg (vs 83), iron 0.71 mg (vs 0.71), potassium 133 mg (vs 133). This precisely mirrors the mineral footprint expected from the molasses content of muscovado. Other nutrients (30% weight): Sodium is identical at 28 mg (vs 28). Total sugars are 97.02 vs 96.2 g (+0.82 g, ~0.85% higher), a trivial difference within normal analytical and product-to-product variation. Dietary fiber and saturated fat are expected 0 and typically absent; not reported in USDA but treated as 0, consistent with sugar composition. Acceptable variation considerations: Muscovado vs generic brown sugar can vary slightly based on molasses retention and moisture; the observed tiny differences (trace protein, ~0.8 g sugar difference) are well within normal bounds for different brands/batches. Given the near identity across energy, carbs, minerals typical of molasses-bearing sugars, this result is an excellent stand-in for muscovado.",1,muscovado sugar,2026-01-09T23:56:58.256548,,,,,,0.45 g,,,,83.0 mg,1590.0 kJ,,,2.3 mg,0.047 mg,,,,,,,,,,,,,,,,,,,,,0.71 mg,,,,,,,,,9.0 mg,,0.064 mg,,,,,,,,,,0.11 mg,,,,,,,,,4.0 mg,,133.0 mg,,0.12 g,,,,,,,,,,,,1.2 µg,,,,,,,,,,28.0 mg,,,,,,,,98.09 g,,97.02 g,,,,,,,0.132 mg,0.041 mg,,,,,1.34 g,0.03 mg
